Внутренний идентификатор;Снимаем;Реестровый номер с площадки;Название;Дата публикации в системе;Дата окончания;Цена;Валюта;Заказчик;ИНН заказчика;Площадка;Ссылка на тендер;Регион;Документация
71818173885;0;ГП243568;Замена SIM-карт в приемно-контрольных приборах системы передачи извещений, принадлежащих ФГКУ УВО ВНГ России по Тверской области с последующим выполнением пуско-наладочных работ на территории города Твери и Тверской области;22.07.2022 10:06;04.08.2022 12:00;-;RUB;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО МОБИЛЬНЫЕ ТЕЛЕСИСТЕМЫ 7740000076;7740000076;etpgpb.ru;https://etpgpb.ru/procedure/tender/etp/660560-zamena-sim-kart-v-priemno-kontrolnyh-priborah-sistemy-peredachi-izvescheniy-prinadlezhaschih-fgku-uvo-vng-rossii-po-tverskoy-oblasti-s-posleduyuschim-vypolneniem-pusko-naladochnyh-rabot-na-territorii-goroda-tveri-i-tverskoy-oblasti/;город Москва;http://www.tenderland.ru/getarch.php?id=71818173885&module=commerce
71818259462;0;161795;"161795 161795 Уведомление о проведении Открытого запроса предложений по выполнению работ по проектированию и модернизации электротехнической части системы автоматического газового пожаротушения (АУГПТ) в здании филиала ПАО ""МТС"" в Республике Башкортостан по адресу: г. Уфа, ул. Цюрупы, 42";22.07.2022 11:12;27.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50919;город Москва;
71818304561;0;161898;161898 Уведомление о проведении открытого запроса сведений (RFI) о предоставлении права на использование дистанционной онлайн программы корпоративных привилегий для работников ПАО «МТС» и ДЗО;22.07.2022 12:00;02.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50926;город Москва;
71818422131;0;2456719;Запрос информации (RFI) (не является офертой) по предмету: «Мониторинг рынка на определение Расценок на выполнение работ по демонтажу оптического и медного кабеля в ЛКС ПАО МГТС».;22.07.2022 13:22;01.08.2022 12:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2456719;город Москва;http://www.tenderland.ru/getarch.php?id=71818422131&module=commerce
71818462887;0;COM22072200058;Поставка оборудования AV-коммутации Extron;22.07.2022 14:01;05.08.2022 12:00;5 165 107,82;RUB;АКЦИОНЕРНОЕ ОБЩЕСТВО «К-ТЕХНОЛОГИИ» 7713723559;7713723559;com.roseltorg.ru;https://com.roseltorg.ru/#com/procedure/view/procedure/788513;город Москва;http://www.tenderland.ru/getarch.php?id=71818462887&module=commerce
71818755159;0;SBR028-2207220051;Внедрение (создание) Интеллектуальной транспортной системы агломерации (Региональный сегмент);22.07.2022 18:09;01.08.2022 12:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1001718;город Москва;http://www.tenderland.ru/getarch.php?id=71818755159&module=commerce
71818913953;0;SBR028-2207220062;Открытый запрос цен на услуги предоставления доступа к линейке облачных сервисов Майкрософт (подписки на О365, М365, Azure) для ПАО «МТС-Банк»;22.07.2022 20:09;04.08.2022 12:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/5/0/0/1001810;город Москва;http://www.tenderland.ru/getarch.php?id=71818913953&module=commerce
71823184227;0;161881;161881 Запрос предложений на выбор подрядчика на поиск сайтов в Амурской области;25.07.2022 7:51;19.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50944;город Москва;
71823255633;1;161932;161932 161932 Уведомление о проведении запроса информации на поставку оборудования для доступа в интернет, г. Тула;25.07.2022 8:51;27.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50948;город Москва;
71823431392;0;160924;160924 Уведомление о продлении срока открытого запроса предложений по модернизации системы охранного телевидения (СОТ) на объекте по адресу: г. Красноярск, ул. Семафорная, 275А.(Торги №160924-3);25.07.2022 11:12;03.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50962;город Москва;
71823468741;0;161898,1;161898,1 Уведомление о проведении открытого запроса сведений (RFI) о предоставлении права на использование дистанционной онлайн программы корпоративных привилегий для работников ПАО «МТС» и ДЗО торги 161898,1;25.07.2022 11:52;02.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50964;город Москва;
71823543454;0;161962;161962 Уведомление о продлении открытого запроса сведений (RFI) на разработку и внедрение IT-системы управления рисками в ПАО МТС (161962);25.07.2022 12:52;12.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50971;город Москва;
71823553698;0;2457957;Токарная и фрезерная обработка деталей по чертежам заказчика;25.07.2022 13:01;03.08.2022 10:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2457957;город Москва;http://www.tenderland.ru/getarch.php?id=71823553698&module=commerce
71823643105;0;SBR028-2207250027;ПЗ-20220062 - Выполнение работ по текущему и аварийному ремонту наружных инженерных сетей, оборудования на объектах Заказчика г. Москвы и МО;25.07.2022 14:08;03.08.2022 12:00;7 000 000,00;RUB;АО Бизнес-Недвижимость 7708797121;7708797121;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1002220;город Москва;http://www.tenderland.ru/getarch.php?id=71823643105&module=commerce
71823643106;0;SBR028-2207250019;Закупка услуг по сопровождению ПО R-Log;25.07.2022 14:08;04.08.2022 12:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/5/0/0/1002135;город Москва;http://www.tenderland.ru/getarch.php?id=71823643106&module=commerce
71823687012;1;161930;161930 Уведомление о проведении открытого запроса предложений на право заключения договора на поставку счетчика банкнот с детектором подлинности для АО РТК (Торги № 161930);25.07.2022 14:52;04.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50988;город Москва;
71823687013;1;161989;161989 161989 Уведомление о проведении запроса информации на поставку видеооборудования г. Нефтеюганск;25.07.2022 14:52;01.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50990;город Москва;
71823736029;0;2458209;Продления лицензий и технической поддержки защиты от нежелательных почтовых сообщений и массовых рассылок (Антиспам Касперский);25.07.2022 15:41;03.08.2022 14:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2458209;город Москва;http://www.tenderland.ru/getarch.php?id=71823736029&module=commerce
71823935068;0;SBR028-2207250048;Разработка проектной документации и строительство ВЗУ на территории Сафари-Парка для ООО «Комплекс «Серебряный бор»;25.07.2022 18:09;08.08.2022 12:00;-;RUB;"ООО ""КОМПЛЕКС ""СЕРЕБРЯНЫЙ БОР"" 7734549559";7734549559;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1002513;Московская область;http://www.tenderland.ru/getarch.php?id=71823935068&module=commerce
71824921647;1;162012;162012 162012 Уведомление о проведении запроса информации на поставку телевизоров г. Тула;26.07.2022 7:51;28.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51046;город Москва;
71824921685;0;161572;161572 Извещение о проведении открытого запроса предложений на внедрение системы предбиллинга для ГК МТС (Торги №161572);26.07.2022 7:51;04.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51008;город Москва;
71825002098;1;162017;162017 162017 Уведомление о проведении запроса информации на поставку сетевого оборудования Huawei г. Тула;26.07.2022 9:00;01.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51052;город Москва;
